-0.24299 -402.975 -2.75056 2.66764e-13 0.0336022
-0.241293 -143.227 0.676996 1.27665e-13 0.00144864
-0.2396 -96.6867 0.681582 1.02274e-13 0.00616981
-0.23791 -79.1159 0.669214 4.74581e-14 0.00781254
-0.236224 -69.0456 0.659224 6.62314e-14 0.00852291
-0.234543 -62.183 0.6465 1.1123e-13 0.00957394
-0.232865 -57.162 0.642692 6.41981e-14 0.0105192
-0.231191 -53.2369 0.627928 4.81013e-14 0.0114429
-0.229521 -50.0509 0.602392 5.69248e-14 0.0122834
-0.227855 -47.4013 0.581384 6.45536e-14 0.0130615
-0.226192 -45.1405 0.563376 1.07289e-13 0.0136431
-0.224534 -43.2463 0.547642 9.69815e-14 0.0140488
-0.222879 -41.691 0.527337 9.27632e-14 0.0138984
-0.221229 -40.5088 0.487715 1.20683e-13 0.0131083
-0.219582 -39.959 0.377819 6.32562e-14 0.0138034
-0.217938 -40.8701 0.402729 5.29577e-14 0.014855
-0.216299 -46.479 0.371065 2.44301e-15 0.0198558
-0.214663 -65.7238 0.357339 6.85697e-14 0.0264155
-0.213032 -94.9119 0.318028 3.96223e-14 0.0307978
-0.211404 -116.036 0.27634 9.03171e-14 0.0314388
-0.209779 -126.294 0.227024 1.16587e-13 0.0297841
-0.208159 -130.923 0.194564 6.30551e-14 0.028653
-0.206542 -133.166 0.159365 8.18436e-14 0.0278149
-0.204929 -134.117 0.116216 1.13949e-13 0.0271376
-0.20332 -134.35 0.0639898 1.18428e-13 0.0265873
-0.201715 -134.238 0.0301942 8.74296e-14 0.026212
-0.200113 -133.872 0.0141418 6.37395e-14 0.0259412
-0.198515 -133.286 0.0172915 1.00374e-13 0.0257336
-0.19692 -132.583 0.0210761 7.63177e-14 0.0256535
-0.19533 -131.834 -0.0037138 -2.7872e-15 0.0256963
-0.193743 -131.065 -0.00480351 3.41011e-14 0.025687
-0.192159 -130.265 -0.0182364 4.10054e-14 0.0257027
-0.19058 -129.461 -0.0285311 -3.09515e-14 0.0257531
-0.189004 -128.66 -0.0241629 -2.67413e-14 0.0258556
