# ccx tau_xx tau_yy tau_zz cp
0.26675 26.9181 -3.8032 -1.1246e-13 -0.233355
0.267941 37.2559 -2.7181 -8.48664e-14 -0.248092
0.269134 45.4201 -1.65465 -1.39455e-13 -0.258838
0.27033 51.5359 -1.03242 -1.14963e-13 -0.265486
0.271529 56.4647 -1.5892 -9.38709e-14 -0.269739
0.272731 60.2708 -1.45824 -7.60356e-14 -0.269394
0.273935 63.6339 -1.46062 -9.50596e-14 -0.267002
0.275142 66.2754 -1.01174 -8.41635e-14 -0.263826
0.276352 68.5312 -0.0761228 -1.21481e-13 -0.259571
0.277565 70.3941 0.700529 -7.27827e-14 -0.254742
0.278781 71.9356 1.52617 -1.32457e-13 -0.249555
0.279999 73.1981 2.27599 -1.01944e-13 -0.244077
0.28122 74.2244 2.93459 -1.20145e-13 -0.238379
0.282444 75.0464 3.53966 -1.19807e-13 -0.232505
0.283671 75.6787 4.13696 -1.71025e-13 -0.226515
0.284901 76.1525 4.68285 -1.2953e-13 -0.220486
0.286134 76.4501 5.22796 -1.47381e-13 -0.214458
0.287369 76.5993 5.73528 -1.59332e-13 -0.208463
0.288608 76.6163 6.19409 -1.51058e-13 -0.202513
0.289849 76.511 6.60163 -1.89608e-13 -0.196606
0.291093 76.2745 6.95773 -1.38285e-13 -0.190734
0.29234 75.917 7.25853 -1.16459e-13 -0.18489
0.29359 75.4528 7.4998 -1.12806e-13 -0.179063
0.294843 74.8917 7.67818 -9.55497e-14 -0.173238
0.296098 74.2392 7.79525 -1.09881e-13 -0.167398
0.297357 73.5104 7.82541 -5.35675e-14 -0.16153
0.298619 72.7 7.77986 -1.06287e-13 -0.155614
0.299883 71.8214 7.65075 -7.55755e-14 -0.149628
0.301151 70.8786 7.43416 -8.73446e-14 -0.143554
0.302421 69.8748 7.13555 -1.03896e-13 -0.137371
0.303694 68.8118 6.76172 -8.38486e-14 -0.131062
0.304971 67.6891 6.32172 -9.81029e-14 -0.124614
0.30625 66.5034 5.8302 -1.16836e-13 -0.118016
0.307532 65.2501 5.30533 -1.17344e-13 -0.111265
0.308817 63.9219 4.77052 -1.20915e-13 -0.104361
0.310105 62.511 4.24804 -1.5396e-13 -0.0973097
0.311396 61.0223 3.74127 -1.34223e-13 -0.0901285
0.312691 59.4531 3.28293 -1.17659e-13 -0.0828248
0.313988 57.8228 2.9021 -1.44882e-13 -0.0754194
0.315288 56.1538 2.60894 -1.08551e-13 -0.0679363
0.316591 54.4674 2.40862 -9.51324e-14 -0.060403
0.317897 52.7809 2.31501 -9.26343e-14 -0.0528509
0.319206 51.1062 2.32895 -6.85907e-14 -0.0453101
0.320519 49.4498 2.44801 -9.01382e-14 -0.0378111
0.321834 47.8089 2.67705 -8.18752e-14 -0.0303877
0.323152 46.1447 2.98843 -9.93729e-14 -0.0230646
0.324474 44.3905 3.35801 -9.31835e-14 -0.0158478
0.325798 42.9447 3.84159 -1.00465e-13 -0.00880813
0.327126 41.3934 4.36248 -9.02595e-14 -0.00191404
0.328457 39.8164 4.8955 -3.65084e-14 0.00480652
0.32979 38.2527 5.44471 -3.40558e-14 0.0113469
0.331127 36.706 5.98177 -2.69762e-14 0.01771
0.332467 35.1752 6.4881 -6.25425e-14 0.0238973
0.33381 33.6592 6.95359 -9.98781e-14 0.0299179
0.335156 32.1572 7.35199 -8.72434e-14 0.0357841
0.336505 30.6704 7.67605 -1.47823e-13 0.0415077
0.337858 29.202 7.91131 -1.18229e-13 0.0471061
0.339213 27.7639 8.06171 -1.24546e-13 0.0526039
0.340572 26.341 8.11599 -4.69104e-14 0.0580017
0.341934 24.943 8.07559 -7.52266e-14 0.0633323
0.343299 23.5693 7.93661 -1.20349e-13 0.0686081
0.344667 22.2251 7.70328 -3.67064e-14 0.0738434
0.346039 20.9124 7.37702 -7.62489e-14 0.0790665
0.347413 19.6304 6.96888 -8.137e-14 0.0842897
0.348791 18.3792 6.4807 -1.071e-13 0.0895294
0.350172 17.1569 5.93239 2.98292e-14 0.0947977
0.351556 15.9605 5.32494 -3.6806e-14 0.1001
0.352943 14.7874 4.6803 -1.96517e-14 0.105455
0.354334 13.6383 4.00666 2.2841e-14 0.110824
0.355728 12.5088 3.31707 -3.21956e-14 0.116225
0.357125 11.4003 2.61989 4.56848e-14 0.121643
0.358525 10.3106 1.93278 -4.90885e-14 0.127052
0.359928 9.2385 1.25727 8.8819e-14 0.132441
0.361335 8.1819 0.60481 5.28059e-14 0.137787
0.362745 7.13991 -0.0183312 -5.87342e-14 0.143067
0.364159 6.11138 -0.594182 1.40316e-13 0.148249
0.365575 5.0982 -1.13316 2.7424e-14 0.153302
0.366995 4.09836 -1.61987 -1.41059e-13 0.158207
0.368418 3.11327 -2.06458 2.85013e-14 0.162909
0.369845 2.15032 -2.4566 1.32913e-13 0.167402
0.371275 1.20479 -2.80069 4.98619e-14 0.171651
0.372708 0.278693 -3.10391 -1.09676e-13 0.175638
0.374144 -0.625758 -3.36513 -7.56411e-14 0.179333
0.375584 -1.50575 -3.5865 -1.59488e-14 0.182714
0.377027 -2.36089 -3.7694 -1.96773e-13 0.185763
0.378473 -3.19078 -3.89882 -1.58317e-13 0.188469
0.379923 -3.99505 -4.02822 -1.00736e-13 0.190823
0.381376 -4.77262 -4.09948 -1.13261e-13 0.19282
0.382833 -5.52599 -4.15607 -1.91731e-13 0.194461
0.384293 -6.25719 -4.18084 -1.94201e-13 0.19574
0.385756 -6.9515 -4.15211 -1.49227e-13 0.196656
0.387223 -7.62693 -4.15648 -1.1942e-13 0.197281
0.388693 -8.2767 -4.10127 -2.78238e-13 0.197556
0.390167 -8.90098 -3.99585 -1.99429e-13 0.19746
0.391644 -9.50578 -3.88668 -2.98544e-13 0.197084
0.393124 -10.0904 -3.763 -1.38283e-13 0.196418
0.394608 -10.6555 -3.63842 -7.18029e-14 0.195471
0.396095 -11.1999 -3.48416 -1.47773e-13 0.194263
0.397586 -11.7255 -3.30921 -1.97768e-13 0.192811
0.39908 -12.2389 -3.11641 -1.58013e-13 0.191103
0.400578 -12.7528 -2.94398 -3.00817e-13 0.189214
0.402079 -13.2594 -2.74258 -1.77891e-13 0.187128
0.403583 -13.7543 -2.5329 -3.92647e-14 0.184869
0.405091 -14.2396 -2.32488 -1.25724e-13 0.182455
0.406603 -14.7194 -2.11963 -1.1729e-13 0.179896
0.408118 -15.1976 -1.91832 -2.47503e-13 0.177219
0.409637 -15.6771 -1.72139 -1.52199e-13 0.174442
0.411159 -16.1608 -1.52617 -3.3625e-14 0.171582
0.412685 -16.6508 -1.32552 -8.92469e-14 0.168649
0.414214 -17.148 -1.13844 -5.92404e-14 0.165655
0.415747 -17.6522 -0.964348 -1.82798e-13 0.162612
0.417283 -18.1585 -0.801443 -1.60382e-13 0.159533
0.418823 -18.6578 -0.632502 -2.04996e-13 0.156425
0.420366 -19.1388 -0.47171 -2.11073e-13 0.153287
0.421913 -19.595 -0.323467 -2.14541e-13 0.150131
0.423464 -20.0267 -0.194041 -2.48694e-13 0.14697
0.425018 -20.4372 -0.0532031 -1.8731e-13 0.143816
0.426576 -20.8292 0.0779532 -1.3902e-13 0.140661
0.428137 -21.2062 0.169721 -1.91614e-13 0.137523
0.429703 -21.5728 0.282057 -1.86277e-13 0.134429
0.431271 -21.9269 0.402095 -1.85841e-13 0.131335
0.432844 -22.2712 0.449417 -2.26748e-13 0.128281
0.43442 -22.6098 0.507904 -2.42846e-13 0.125298
0.435999 -22.9403 0.554864 -2.31103e-13 0.12236
0.437583 -23.2625 0.608849 -2.1301e-13 0.119478
0.43917 -23.5748 0.681006 -2.97975e-13 0.116624
0.44076 -23.8762 0.686351 -3.22936e-13 0.113807
0.442355 -24.1704 0.706585 -2.95766e-13 0.111051
0.443953 -24.4558 0.754411 -2.26122e-13 0.10833
0.445555 -24.7319 0.744389 -2.73156e-13 0.105644
0.44716 -25.0012 0.735872 -3.00939e-13 0.103014
0.448769 -25.2635 0.738757 -2.61883e-13 0.100435
0.450382 -25.5086 0.768808 -2.12397e-13 0.0978797
0.451999 -25.749 0.749615 -2.2308e-13 0.0953729
0.453619 -25.9838 0.755904 -2.05959e-13 0.0929072
0.455244 -26.2114 0.761165 -3.42169e-13 0.0904746
0.456872 -26.4319 0.737455 -2.55898e-13 0.0880747
0.458503 -26.6464 0.711844 -2.60017e-13 0.085716
0.460139 -26.8554 0.711757 -2.44388e-13 0.0833928
0.461778 -27.0573 0.718107 -2.95215e-13 0.0810877
0.463422 -27.252 0.67506 -2.88579e-13 0.0788054
0.465069 -27.4399 0.619834 -3.79923e-13 0.0765643
0.466719 -27.6265 0.582235 -2.28474e-13 0.0743703
0.468374 -27.8098 0.575753 -3.19002e-13 0.0722048
0.470032 -27.9876 0.550696 -2.81875e-13 0.0700587
0.471695 -28.1616 0.485109 -3.17142e-13 0.067943
0.473361 -28.3349 0.419889 -2.86328e-13 0.0658719
0.475031 -28.5062 0.380431 -2.73327e-13 0.0638186
0.476705 -28.6712 0.343326 -3.60511e-13 0.061753
0.478383 -28.8271 0.284688 -3.32755e-13 0.0596707
0.480064 -28.9787 0.245889 -3.37305e-13 0.0575705
0.48175 -29.1592 0.221566 -2.95468e-13 0.0554818
0.48344 -29.603 0.24922 -2.74443e-13 0.0535416
0.485133 -33.0173 0.343541 -2.63992e-13 0.0519974
0.48683 -78.5791 1.04285 -3.06433e-13 0.0501196
