-0.24299 -398.17 -2.54448 3.01662e-13 0.0360373
-0.241293 -181.715 0.601953 1.81392e-13 0.00750875
-0.2396 -158.704 0.661562 1.62223e-13 0.0144917
-0.23791 -153.765 0.660499 1.2973e-13 0.0162608
-0.236224 -150.438 0.666848 1.21121e-13 0.0166162
-0.234543 -147.555 0.68652 1.25367e-13 0.0170275
-0.232865 -145.016 0.702921 1.07725e-13 0.0174577
-0.231191 -142.767 0.715891 1.00097e-13 0.0178944
-0.229521 -140.746 0.727279 9.7358e-14 0.0183558
-0.227855 -138.909 0.73394 1.05088e-13 0.0188323
-0.226192 -137.227 0.739713 1.12593e-13 0.01936
-0.224534 -135.675 0.746972 1.13503e-13 0.0198748
-0.222879 -134.232 0.75078 1.07781e-13 0.0204501
-0.221229 -132.889 0.751144 1.13547e-13 0.0210133
-0.219582 -131.628 0.754301 3.68337e-14 0.0216127
-0.217938 -130.447 0.754891 8.26433e-15 0.0222351
-0.216299 -129.331 0.750815 -2.35714e-14 0.0228615
-0.214663 -128.275 0.747946 -2.62783e-14 0.0235137
-0.213032 -127.275 0.738514 -5.51794e-14 0.0241713
-0.211404 -126.322 0.721435 -3.45571e-14 0.0248215
-0.209779 -125.409 0.704708 -1.88625e-15 0.0254629
-0.208159 -124.537 0.689369 -4.42359e-14 0.0261052
-0.206542 -123.705 0.675009 -3.6002e-15 0.0267225
-0.204929 -122.903 0.669199 2.79622e-14 0.0273441
-0.20332 -122.134 0.649196 4.30116e-14 0.0279717
-0.201715 -121.395 0.635003 2.10738e-14 0.02861
-0.200113 -120.684 0.614859 -5.24517e-15 0.0292343
-0.198515 -119.996 0.595886 4.53264e-14 0.0298528
-0.19692 -119.329 0.572986 2.15989e-14 0.0304587
-0.19533 -118.683 0.554788 -2.01472e-14 0.0310614
-0.193743 -118.058 0.533073 1.28266e-14 0.0316543
-0.192159 -117.452 0.509988 3.83681e-14 0.0322351
-0.19058 -116.862 0.489352 -2.75567e-14 0.0328101
-0.189004 -116.288 0.468471 -4.9248e-15 0.0333747
-0.187431 -115.73 0.449052 3.08483e-14 0.0339328
-0.185863 -115.186 0.429686 2.18978e-14 0.0344931
-0.184297 -114.657 0.412836 -3.37899e-14 0.0350403
-0.182736 -114.141 0.395015 -6.50401e-14 0.035586
-0.181178 -113.637 0.378186 -1.30868e-13 0.0361307
-0.179624 -113.145 0.363 -8.63176e-14 0.0366728
-0.178073 -112.664 0.346471 -3.87638e-14 0.0372128
-0.176526 -112.194 0.331904 -7.67915e-14 0.0377571
-0.174983 -111.734 0.31652 -7.24131e-14 0.0382974
-0.173443 -111.286 0.302287 -8.37774e-14 0.038838
-0.171907 -110.852 0.287773 -1.11007e-13 0.0393856
-0.170374 -110.412 0.276417 -7.90838e-14 0.0399343
-0.168845 -109.985 0.263835 -5.39373e-14 0.040484
-0.167319 -109.568 0.251745 -7.36013e-14 0.0410376
-0.165797 -109.157 0.237893 -2.53305e-14 0.0415926
-0.164278 -108.753 0.225252 -4.93344e-14 0.0421524
-0.162763 -108.356 0.212124 -3.13145e-16 0.042713
