-0.24299 -356.981 -2.09835 2.90843e-13 0.0368574
-0.241293 -172.913 0.632987 1.9081e-13 0.0155921
-0.2396 -160.69 0.669428 1.72025e-13 0.0212243
-0.23791 -158.758 0.685261 1.53171e-13 0.0225256
-0.236224 -155.993 0.691947 1.43188e-13 0.0225885
-0.234543 -152.622 0.678392 1.44114e-13 0.0227213
-0.232865 -149.311 0.676844 1.18522e-13 0.0229651
-0.231191 -146.369 0.716397 1.33943e-13 0.0232854
-0.229521 -143.744 0.715668 1.31214e-13 0.0238845
-0.227855 -141.426 0.7034 1.3927e-13 0.024401
-0.226192 -139.343 0.699478 1.43432e-13 0.0249354
-0.224534 -137.464 0.699402 1.49376e-13 0.0255188
-0.222879 -135.76 0.691303 1.45963e-13 0.0261328
-0.221229 -134.194 0.674454 1.52716e-13 0.0267361
-0.219582 -132.742 0.651093 8.53283e-14 0.0273568
-0.217938 -131.385 0.625498 5.7759e-14 0.0279394
-0.216299 -130.106 0.600866 1.54243e-14 0.0285154
-0.214663 -128.903 0.576241 1.67264e-14 0.029079
-0.213032 -127.77 0.557911 -2.97565e-14 0.0296197
-0.211404 -126.696 0.541103 -6.01221e-15 0.0301695
-0.209779 -125.681 0.52548 2.52898e-14 0.0307314
-0.208159 -124.72 0.50504 -4.34896e-14 0.0312827
-0.206542 -123.8 0.480376 -2.53241e-15 0.0318269
-0.204929 -122.92 0.460518 2.94343e-14 0.032366
-0.20332 -122.082 0.426449 2.3405e-14 0.0328766
-0.201715 -121.277 0.399339 -1.45346e-15 0.0333641
-0.200113 -120.502 0.374683 -2.72915e-14 0.033839
-0.198515 -119.756 0.35215 3.27819e-14 0.0343104
-0.19692 -119.037 0.32579 1.84255e-14 0.0347704
-0.19533 -118.345 0.302071 -4.98484e-14 0.0352063
-0.193743 -117.675 0.27946 -2.79349e-15 0.0356331
-0.192159 -117.025 0.258299 1.92231e-14 0.0360481
-0.19058 -116.396 0.237766 -5.06968e-14 0.0364627
-0.189004 -115.786 0.216637 -5.2092e-14 0.0368673
-0.187431 -115.194 0.19733 -3.72689e-14 0.0372563
-0.185863 -114.619 0.179163 -2.69329e-14 0.0376418
-0.184297 -114.059 0.163591 -7.84214e-14 0.0380237
-0.182736 -113.512 0.148101 -1.16615e-13 0.0384016
-0.181178 -112.981 0.134377 -1.87815e-13 0.0387858
-0.179624 -112.463 0.11973 -1.49772e-13 0.0391629
-0.178073 -111.958 0.107 -8.44334e-14 0.0395352
-0.176526 -111.464 0.0947859 -1.32935e-13 0.0399096
-0.174983 -110.982 0.0823663 -1.40001e-13 0.0402844
-0.173443 -110.51 0.0705443 -1.50274e-13 0.040661
-0.171907 -110.051 0.0566345 -1.83105e-13 0.0410404
-0.170374 -109.589 0.0456214 -1.34987e-13 0.0414258
-0.168845 -109.141 0.0333266 -1.18517e-13 0.0418085
-0.167319 -108.703 0.0226206 -1.46541e-13 0.0421904
-0.165797 -108.273 0.0121141 -9.19011e-14 0.042577
-0.164278 -107.85 0.00286108 -1.12225e-13 0.0429675
-0.162763 -107.435 0.00898049 -5.27951e-14 0.0433614
-0.161251 -107.027 -0.00799788 -6.06946e-14 0.0437632
-0.159743 -106.627 -0.00373894 -5.1424e-14 0.0441735
-0.158239 -106.233 -0.0100422 2.80461e-14 0.044593
-0.156738 -105.846 -0.0179397 -7.39597e-15 0.0450253
-0.15524 -105.463 -0.0330888 -4.08114e-14 0.0454656
-0.153746 -105.087 -0.0368636 -7.45364e-14 0.0459171
-0.152255 -104.715 -0.0396433 -6.13239e-14 0.0463843
-0.150768 -104.348 -0.0421094 1.09764e-14 0.0468667
-0.149284 -103.987 -0.0435672 -1.32798e-16 0.047365
-0.147804 -103.63 -0.0441229 -8.08804e-15 0.047881
-0.146327 -103.278 -0.0439012 5.09231e-14 0.0484164
-0.144853 -102.93 -0.0435567 -1.48833e-14 0.048972
-0.143383 -102.586 -0.0421179 -3.06325e-15 0.0495474
-0.141916 -102.247 -0.0397575 -1.47914e-14 0.0501434
-0.140453 -101.911 -0.0374481 -1.35863e-14 0.0507613
-0.138993 -101.578 -0.0352125 -3.55751e-14 0.0514011
-0.137536 -101.248 -0.0326686 -3.53756e-14 0.0520647
-0.136083 -100.922 -0.0303408 -8.22602e-14 0.052751
-0.134633 -100.598 -0.0278777 -9.84914e-15 0.0534608
-0.133187 -100.276 -0.0260568 -2.12493e-14 0.0541942
-0.131744 -99.956 -0.0240296 -6.54757e-14 0.0549527
-0.130304 -99.638 -0.0223712 -3.21203e-14 0.055735
